mcr_group,pdt
MCR07,PDT000346603.1
MCR07,PDT000346605.1
MCR07,PDT000346612.1
MCR07,PDT000346613.1
MCR07,PDT000346615.1
MCR07,PDT000346616.1
MCR07,PDT000346617.1
MCR07,PDT000346624.1
MCR07,PDT000346626.1
MCR07,PDT000346627.1
MCR07,PDT000346632.1
MCR07,PDT000346635.1
MCR07,PDT000346636.1
MCR07,PDT000346639.1
MCR07,PDT000346642.1
MCR07,PDT000346643.1
MCR07,PDT000346652.1
MCR07,PDT000346654.1
MCR07,PDT000346655.1
MCR07,PDT000346656.1
MCR07,PDT000346659.1
MCR07,PDT000346663.1
MCR07,PDT000346667.1
MCR07,PDT000346672.1
MCR07,PDT000346676.1
MCR07,PDT000346679.1
MCR07,PDT000346680.1
MCR07,PDT000346789.1
MCR07,PDT000346809.1
MCR07,PDT000346814.1
MCR07,PDT000346824.1
MCR07,PDT000346832.1
MCR07,PDT000346834.1
MCR07,PDT000346835.1
MCR07,PDT000346843.1
MCR07,PDT000346845.1
MCR07,PDT000346848.1
MCR07,PDT000346850.1
MCR07,PDT000346855.1
MCR07,PDT000346856.1
MCR07,PDT000346858.1
MCR07,PDT000346861.1
MCR07,PDT000346862.1
MCR07,PDT000346865.1
MCR07,PDT000346873.1
MCR07,PDT000346877.1
MCR07,PDT000346879.1
MCR07,PDT000346882.1
MCR07,PDT000346884.1
MCR07,PDT000346889.1
MCR07,PDT000346896.1
MCR07,PDT000346897.1
MCR07,PDT000346900.1
MCR07,PDT000346907.1
MCR07,PDT000346909.1
MCR07,PDT000346911.1
MCR07,PDT000346912.1
MCR07,PDT000346924.1
MCR07,PDT000346925.1
MCR07,PDT000346926.1
MCR07,PDT000346927.1
MCR07,PDT000346928.1
MCR07,PDT000346931.1
MCR07,PDT000346936.1
MCR07,PDT000346938.1
MCR07,PDT000346940.1
MCR07,PDT000346948.1
MCR07,PDT000346949.1
MCR07,PDT000346950.1
MCR07,PDT000346955.1
MCR07,PDT000346958.1
MCR07,PDT000346961.1
MCR07,PDT000346965.1
MCR07,PDT000346966.1
MCR07,PDT000346967.1
MCR07,PDT000346972.1
MCR07,PDT000346977.1
MCR07,PDT000346978.1
MCR07,PDT000346980.1
MCR07,PDT000353622.1
MCR07,PDT000360978.1
MCR07,PDT000373302.1
MCR07,PDT000388467.1
MCR07,PDT000270533.3
MCR07,PDT000396766.1
MCR08,PDT000158042.1
MCR08,PDT000168821.1
MCR08,PDT000168824.1
MCR08,PDT000210703.1
MCR08,PDT000212793.1
MCR08,PDT000225234.1
MCR08,PDT000227987.1
MCR08,PDT000276018.1
MCR08,PDT000281814.1
MCR08,PDT000289884.1
MCR08,PDT000289910.1
MCR08,PDT000290002.1
MCR08,PDT000291282.1
MCR08,PDT000291287.1
MCR08,PDT000313448.1
MCR08,PDT000181469.3
MCR08,PDT000321278.1
MCR08,PDT000321279.1
MCR08,PDT000321291.1
MCR08,PDT000321293.1
MCR08,PDT000321294.1
MCR08,PDT000321295.1
MCR08,PDT000334835.1
MCR08,PDT000346539.1
MCR08,PDT000346541.1
MCR08,PDT000346558.1
MCR08,PDT000346584.1
MCR08,PDT000346599.1
MCR08,PDT000346619.1
MCR08,PDT000346641.1
MCR08,PDT000346666.1
MCR08,PDT000346668.1
MCR08,PDT000346786.1
MCR08,PDT000346817.1
MCR08,PDT000346821.1
MCR08,PDT000346827.1
MCR08,PDT000346829.1
MCR08,PDT000346841.1
MCR08,PDT000346869.1
MCR08,PDT000346929.1
MCR08,PDT000346932.1
MCR08,PDT000346933.1
MCR08,PDT000346954.1
MCR08,PDT000394411.1
MCR09,PDT000124638.1
MCR09,PDT000124642.1
MCR09,PDT000124649.1
MCR09,PDT000124650.1
MCR09,PDT000124670.1
MCR09,PDT000124674.1
MCR09,PDT000124676.1
MCR09,PDT000124681.1
MCR09,PDT000124686.1
MCR09,PDT000124688.1
MCR09,PDT000124715.1
MCR09,PDT000129098.2
MCR09,PDT000129102.2
MCR09,PDT000129704.1
MCR09,PDT000129924.1
MCR09,PDT000133946.1
MCR09,PDT000135480.1
MCR09,PDT000136716.1
MCR09,PDT000168464.1
MCR09,PDT000168465.1
MCR09,PDT000144602.1
MCR09,PDT000158042.1
MCR09,PDT000163381.1
MCR09,PDT000163382.1
MCR09,PDT000163383.1
MCR09,PDT000163384.1
MCR09,PDT000167675.2
MCR09,PDT000167714.2
MCR09,PDT000168712.1
MCR09,PDT000168759.1
MCR09,PDT000168799.1
MCR09,PDT000168824.1
MCR09,PDT000168837.1
MCR09,PDT000168848.1
MCR09,PDT000168850.1
MCR09,PDT000168860.1
MCR09,PDT000168871.1
MCR09,PDT000168876.1
MCR09,PDT000168877.1
MCR09,PDT000171419.1
MCR09,PDT000171420.1
MCR09,PDT000171421.1
MCR09,PDT000171422.1
MCR09,PDT000171424.1
MCR09,PDT000171425.1
MCR09,PDT000171426.1
MCR09,PDT000171427.1
MCR09,PDT000171428.1
MCR09,PDT000171429.1
MCR09,PDT000171430.1
MCR09,PDT000171431.1
MCR09,PDT000171433.1
MCR09,PDT000171435.1
MCR09,PDT000171436.1
MCR09,PDT000171442.1
MCR09,PDT000176456.1
MCR09,PDT000177244.1
MCR09,PDT000181680.2
MCR09,PDT000181681.2
MCR09,PDT000181802.2
MCR09,PDT000181803.2
MCR09,PDT000181819.2
MCR09,PDT000185859.1
MCR09,PDT000186173.1
MCR09,PDT000212780.1
MCR09,PDT000212781.1
MCR09,PDT000212783.1
MCR09,PDT000212793.1
MCR09,PDT000215974.1
MCR09,PDT000217694.1
MCR09,PDT000219683.1
MCR09,PDT000219685.1
MCR09,PDT000219684.1
MCR09,PDT000219686.1
MCR09,PDT000219688.1
MCR09,PDT000225232.1
MCR09,PDT000225234.1
MCR09,PDT000225236.1
MCR09,PDT000225237.1
MCR09,PDT000225241.1
MCR09,PDT000227987.1
MCR09,PDT000233270.1
MCR09,PDT000233276.1
MCR09,PDT000233278.1
MCR09,PDT000233279.1
MCR09,PDT000233304.1
MCR09,PDT000233325.1
MCR09,PDT000233338.1
MCR09,PDT000233842.1
MCR09,PDT000233843.1
MCR09,PDT000236047.1
MCR09,PDT000237131.1
MCR09,PDT000237132.1
MCR09,PDT000237133.1
MCR09,PDT000237134.1
MCR09,PDT000237135.1
MCR09,PDT000237136.1
MCR09,PDT000237137.1
MCR09,PDT000237138.1
MCR09,PDT000238072.2
MCR09,PDT000240704.1
MCR09,PDT000240705.1
MCR09,PDT000240706.1
MCR09,PDT000240707.1
MCR09,PDT000264497.1
MCR09,PDT000264498.1
MCR09,PDT000264500.1
MCR09,PDT000264501.1
MCR09,PDT000274551.2
MCR09,PDT000276018.1
MCR09,PDT000281814.1
MCR09,PDT000289871.1
MCR09,PDT000289873.1
MCR09,PDT000289874.1
MCR09,PDT000289875.1
MCR09,PDT000289876.1
MCR09,PDT000289882.1
MCR09,PDT000289884.1
MCR09,PDT000289895.1
MCR09,PDT000289898.1
MCR09,PDT000289899.1
MCR09,PDT000289903.1
MCR09,PDT000289904.1
MCR09,PDT000289905.1
MCR09,PDT000289908.1
MCR09,PDT000289910.1
MCR09,PDT000291269.1
MCR09,PDT000291279.1
MCR09,PDT000291281.1
MCR09,PDT000291285.1
MCR09,PDT000294380.1
MCR09,PDT000294381.1
MCR09,PDT000294389.1
MCR09,PDT000294390.1
MCR09,PDT000294391.1
MCR09,PDT000294392.1
MCR09,PDT000294396.1
MCR09,PDT000294397.1
MCR09,PDT000294410.1
MCR09,PDT000298029.1
MCR09,PDT000298031.1
MCR09,PDT000298037.1
MCR09,PDT000298038.1
MCR09,PDT000298042.1
MCR09,PDT000298048.1
MCR09,PDT000298053.1
MCR09,PDT000298057.1
MCR09,PDT000298058.1
MCR09,PDT000298062.1
MCR09,PDT000298066.1
MCR09,PDT000298068.1
MCR09,PDT000298075.1
MCR09,PDT000298076.1
MCR09,PDT000298084.1
MCR09,PDT000298085.1
MCR09,PDT000298087.1
MCR09,PDT000298088.1
MCR09,PDT000313448.1
MCR09,PDT000181469.3
MCR09,PDT000321278.1
MCR09,PDT000321279.1
MCR09,PDT000321291.1
MCR09,PDT000321293.1
MCR09,PDT000321294.1
MCR09,PDT000321295.1
MCR09,PDT000322738.1
MCR09,PDT000325631.1
MCR09,PDT000327854.1
MCR09,PDT000331967.1
MCR09,PDT000333201.1
MCR09,PDT000334835.1
MCR09,PDT000338210.1
MCR09,PDT000346531.1
MCR09,PDT000346532.1
MCR09,PDT000346535.1
MCR09,PDT000346536.1
MCR09,PDT000346538.1
MCR09,PDT000346541.1
MCR09,PDT000346543.1
MCR09,PDT000346546.1
MCR09,PDT000346547.1
MCR09,PDT000346548.1
MCR09,PDT000346549.1
MCR09,PDT000346550.1
MCR09,PDT000346554.1
MCR09,PDT000346555.1
MCR09,PDT000346556.1
MCR09,PDT000346557.1
MCR09,PDT000346558.1
MCR09,PDT000346562.1
MCR09,PDT000346564.1
MCR09,PDT000346565.1
MCR09,PDT000346566.1
MCR09,PDT000346568.1
MCR09,PDT000346571.1
MCR09,PDT000346573.1
MCR09,PDT000346574.1
MCR09,PDT000346577.1
MCR09,PDT000346581.1
MCR09,PDT000346584.1
MCR09,PDT000346588.1
MCR09,PDT000346590.1
MCR09,PDT000346592.1
MCR09,PDT000346595.1
MCR09,PDT000346596.1
MCR09,PDT000346599.1
MCR09,PDT000346601.1
MCR09,PDT000346604.1
MCR09,PDT000346605.1
MCR09,PDT000346608.1
MCR09,PDT000346614.1
MCR09,PDT000346616.1
MCR09,PDT000346619.1
MCR09,PDT000346623.1
MCR09,PDT000346628.1
MCR09,PDT000346632.1
MCR09,PDT000346635.1
MCR09,PDT000346636.1
MCR09,PDT000346642.1
MCR09,PDT000346643.1
MCR09,PDT000346645.1
MCR09,PDT000346652.1
MCR09,PDT000346656.1
MCR09,PDT000346657.1
MCR09,PDT000346660.1
MCR09,PDT000346662.1
MCR09,PDT000346665.1
MCR09,PDT000346666.1
MCR09,PDT000346668.1
MCR09,PDT000346671.1
MCR09,PDT000346672.1
MCR09,PDT000346680.1
MCR09,PDT000346786.1
MCR09,PDT000346789.1
MCR09,PDT000346809.1
MCR09,PDT000346817.1
MCR09,PDT000346821.1
MCR09,PDT000346824.1
MCR09,PDT000346827.1
MCR09,PDT000346829.1
MCR09,PDT000346833.1
MCR09,PDT000346835.1
MCR09,PDT000346839.1
MCR09,PDT000346841.1
MCR09,PDT000346843.1
MCR09,PDT000346844.1
MCR09,PDT000346845.1
MCR09,PDT000346855.1
MCR09,PDT000346858.1
MCR09,PDT000346865.1
MCR09,PDT000346866.1
MCR09,PDT000346868.1
MCR09,PDT000346869.1
MCR09,PDT000346871.1
MCR09,PDT000346877.1
MCR09,PDT000346878.1
MCR09,PDT000346879.1
MCR09,PDT000346882.1
MCR09,PDT000346884.1
MCR09,PDT000346886.1
MCR09,PDT000346889.1
MCR09,PDT000346893.1
MCR09,PDT000346907.1
MCR09,PDT000346910.1
MCR09,PDT000346912.1
MCR09,PDT000346925.1
MCR09,PDT000346928.1
MCR09,PDT000346931.1
MCR09,PDT000346932.1
MCR09,PDT000346940.1
MCR09,PDT000346941.1
MCR09,PDT000346948.1
MCR09,PDT000346952.1
MCR09,PDT000346954.1
MCR09,PDT000346960.1
MCR09,PDT000346962.1
MCR09,PDT000346965.1
MCR09,PDT000346972.1
MCR09,PDT000346974.1
MCR09,PDT000346978.1
MCR09,PDT000346980.1
MCR09,PDT000346981.1
MCR09,PDT000354229.1
MCR09,PDT000355788.1
MCR09,PDT000358770.1
MCR09,PDT000360976.1
MCR09,PDT000360978.1
MCR09,PDT000360980.1
MCR09,PDT000364514.1
MCR09,PDT000364522.1
MCR09,PDT000364524.1
MCR09,PDT000365978.1
MCR09,PDT000377069.1
MCR09,PDT000388474.1
MCR09,PDT000393718.1
MCR09,PDT000394409.1
MCR09,PDT000394411.1
MCR09,PDT000396766.1
MCR10,PDT000124688.1
MCR10,PDT000168860.1
MCR10,PDT000210703.1
MCR10,PDT000225231.1
MCR10,PDT000225238.1
MCR10,PDT000276020.1
MCR10,PDT000289878.1
MCR10,PDT000289886.1
MCR10,PDT000289901.1
MCR10,PDT000289911.1
MCR10,PDT000290003.1
MCR10,PDT000291269.1
MCR10,PDT000291280.1
MCR10,PDT000291287.1
MCR10,PDT000294384.1
MCR10,PDT000298036.1
MCR10,PDT000346533.1
MCR10,PDT000346540.1
MCR10,PDT000346557.1
MCR10,PDT000346562.1
MCR10,PDT000346583.1
MCR10,PDT000346593.1
MCR10,PDT000346598.1
MCR10,PDT000346603.1
MCR10,PDT000346634.1
MCR10,PDT000346640.1
MCR10,PDT000346643.1
MCR10,PDT000346650.1
MCR10,PDT000346654.1
MCR10,PDT000346656.1
MCR10,PDT000346657.1
MCR10,PDT000346823.1
MCR10,PDT000346829.1
MCR10,PDT000346849.1
MCR10,PDT000346854.1
MCR10,PDT000346862.1
MCR10,PDT000346866.1
MCR10,PDT000346877.1
MCR10,PDT000346897.1
MCR10,PDT000346914.1
MCR10,PDT000346919.1
MCR10,PDT000346936.1
MCR10,PDT000346950.1
MCR10,PDT000346958.1
MCR10,PDT000346960.1
MCR10,PDT000346978.1
MCR10,PDT000394409.1
MCR11,PDT000124638.1
MCR11,PDT000124642.1
MCR11,PDT000124649.1
MCR11,PDT000124650.1
MCR11,PDT000124670.1
MCR11,PDT000124674.1
MCR11,PDT000124676.1
MCR11,PDT000124681.1
MCR11,PDT000124686.1
MCR11,PDT000124688.1
MCR11,PDT000124715.1
MCR11,PDT000129098.2
MCR11,PDT000129102.2
MCR11,PDT000129704.1
MCR11,PDT000129924.1
MCR11,PDT000133946.1
MCR11,PDT000135480.1
MCR11,PDT000136715.1
MCR11,PDT000136716.1
MCR11,PDT000168464.1
MCR11,PDT000168465.1
MCR11,PDT000095911.2
MCR11,PDT000144602.1
MCR11,PDT000158042.1
MCR11,PDT000163381.1
MCR11,PDT000163382.1
MCR11,PDT000163383.1
MCR11,PDT000163384.1
MCR11,PDT000167675.2
MCR11,PDT000167714.2
MCR11,PDT000168712.1
MCR11,PDT000168759.1
MCR11,PDT000168799.1
MCR11,PDT000168824.1
MCR11,PDT000168848.1
MCR11,PDT000168850.1
MCR11,PDT000168860.1
MCR11,PDT000168871.1
MCR11,PDT000168876.1
MCR11,PDT000168877.1
MCR11,PDT000171419.1
MCR11,PDT000171420.1
MCR11,PDT000171421.1
MCR11,PDT000171422.1
MCR11,PDT000171424.1
MCR11,PDT000171425.1
MCR11,PDT000171426.1
MCR11,PDT000171427.1
MCR11,PDT000171428.1
MCR11,PDT000171429.1
MCR11,PDT000171430.1
MCR11,PDT000171431.1
MCR11,PDT000171432.1
MCR11,PDT000171433.1
MCR11,PDT000171435.1
MCR11,PDT000171436.1
MCR11,PDT000171438.1
MCR11,PDT000171439.1
MCR11,PDT000171442.1
MCR11,PDT000176456.1
MCR11,PDT000177244.1
MCR11,PDT000181680.2
MCR11,PDT000181802.2
MCR11,PDT000181803.2
MCR11,PDT000181819.2
MCR11,PDT000181837.2
MCR11,PDT000185859.1
MCR11,PDT000186173.1
MCR11,PDT000212780.1
MCR11,PDT000212781.1
MCR11,PDT000212783.1
MCR11,PDT000212793.1
MCR11,PDT000215974.1
MCR11,PDT000217694.1
MCR11,PDT000219683.1
MCR11,PDT000219684.1
MCR11,PDT000219686.1
MCR11,PDT000219688.1
MCR11,PDT000225232.1
MCR11,PDT000225234.1
MCR11,PDT000225236.1
MCR11,PDT000225237.1
MCR11,PDT000225239.1
MCR11,PDT000225241.1
MCR11,PDT000227987.1
MCR11,PDT000233270.1
MCR11,PDT000233276.1
MCR11,PDT000233278.1
MCR11,PDT000233279.1
MCR11,PDT000233299.1
MCR11,PDT000233304.1
MCR11,PDT000233325.1
MCR11,PDT000233326.1
MCR11,PDT000233338.1
MCR11,PDT000233842.1
MCR11,PDT000233843.1
MCR11,PDT000236047.1
MCR11,PDT000237131.1
MCR11,PDT000237132.1
MCR11,PDT000237133.1
MCR11,PDT000237135.1
MCR11,PDT000237136.1
MCR11,PDT000237137.1
MCR11,PDT000237138.1
MCR11,PDT000238526.1
MCR11,PDT000238072.2
MCR11,PDT000240704.1
MCR11,PDT000240705.1
MCR11,PDT000240706.1
MCR11,PDT000240707.1
MCR11,PDT000264497.1
MCR11,PDT000264498.1
MCR11,PDT000264500.1
MCR11,PDT000264501.1
MCR11,PDT000274551.2
MCR11,PDT000276016.1
MCR11,PDT000276017.1
MCR11,PDT000276018.1
MCR11,PDT000276020.1
MCR11,PDT000276021.1
MCR11,PDT000276022.1
MCR11,PDT000281814.1
MCR11,PDT000289871.1
MCR11,PDT000289873.1
MCR11,PDT000289874.1
MCR11,PDT000289875.1
MCR11,PDT000289876.1
MCR11,PDT000289882.1
MCR11,PDT000289884.1
MCR11,PDT000289885.1
MCR11,PDT000289895.1
MCR11,PDT000289896.1
MCR11,PDT000289898.1
MCR11,PDT000289899.1
MCR11,PDT000289903.1
MCR11,PDT000289904.1
MCR11,PDT000289905.1
MCR11,PDT000289908.1
MCR11,PDT000289915.1
MCR11,PDT000289917.1
MCR11,PDT000291269.1
MCR11,PDT000291279.1
MCR11,PDT000291281.1
MCR11,PDT000291285.1
MCR11,PDT000294377.1
MCR11,PDT000294380.1
MCR11,PDT000294381.1
MCR11,PDT000294389.1
MCR11,PDT000294390.1
MCR11,PDT000294391.1
MCR11,PDT000294392.1
MCR11,PDT000294393.1
MCR11,PDT000294396.1
MCR11,PDT000294397.1
MCR11,PDT000294410.1
MCR11,PDT000298029.1
MCR11,PDT000298031.1
MCR11,PDT000298034.1
MCR11,PDT000298037.1
MCR11,PDT000298038.1
MCR11,PDT000298040.1
MCR11,PDT000298042.1
MCR11,PDT000298048.1
MCR11,PDT000298052.1
MCR11,PDT000298053.1
MCR11,PDT000298054.1
MCR11,PDT000298057.1
MCR11,PDT000298058.1
MCR11,PDT000298061.1
MCR11,PDT000298062.1
MCR11,PDT000298066.1
MCR11,PDT000298067.1
MCR11,PDT000298068.1
MCR11,PDT000298072.1
MCR11,PDT000298074.1
MCR11,PDT000298075.1
MCR11,PDT000298076.1
MCR11,PDT000298077.1
MCR11,PDT000298084.1
MCR11,PDT000298085.1
MCR11,PDT000298087.1
MCR11,PDT000298088.1
MCR11,PDT000313448.1
MCR11,PDT000181469.3
MCR11,PDT000321278.1
MCR11,PDT000321279.1
MCR11,PDT000321291.1
MCR11,PDT000321293.1
MCR11,PDT000321294.1
MCR11,PDT000321295.1
MCR11,PDT000321318.1
MCR11,PDT000322738.1
MCR11,PDT000325631.1
MCR11,PDT000327854.1
MCR11,PDT000331967.1
MCR11,PDT000333201.1
MCR11,PDT000334835.1
MCR11,PDT000338210.1
MCR11,PDT000346531.1
MCR11,PDT000346532.1
MCR11,PDT000346533.1
MCR11,PDT000346535.1
MCR11,PDT000346536.1
MCR11,PDT000346538.1
MCR11,PDT000346541.1
MCR11,PDT000346543.1
MCR11,PDT000346546.1
MCR11,PDT000346547.1
MCR11,PDT000346548.1
MCR11,PDT000346549.1
MCR11,PDT000346550.1
MCR11,PDT000346551.1
MCR11,PDT000346554.1
MCR11,PDT000346556.1
MCR11,PDT000346557.1
MCR11,PDT000346558.1
MCR11,PDT000346562.1
MCR11,PDT000346564.1
MCR11,PDT000346566.1
MCR11,PDT000346568.1
MCR11,PDT000346571.1
MCR11,PDT000346573.1
MCR11,PDT000346574.1
MCR11,PDT000346575.1
MCR11,PDT000346577.1
MCR11,PDT000346578.1
MCR11,PDT000346581.1
MCR11,PDT000346584.1
MCR11,PDT000346587.1
MCR11,PDT000346588.1
MCR11,PDT000346590.1
MCR11,PDT000346592.1
MCR11,PDT000346595.1
MCR11,PDT000346596.1
MCR11,PDT000346598.1
MCR11,PDT000346599.1
MCR11,PDT000346601.1
MCR11,PDT000346604.1
MCR11,PDT000346608.1
MCR11,PDT000346612.1
MCR11,PDT000346614.1
MCR11,PDT000346616.1
MCR11,PDT000346619.1
MCR11,PDT000346628.1
MCR11,PDT000346632.1
MCR11,PDT000346635.1
MCR11,PDT000346636.1
MCR11,PDT000346642.1
MCR11,PDT000346643.1
MCR11,PDT000346645.1
MCR11,PDT000346647.1
MCR11,PDT000346648.1
MCR11,PDT000346652.1
MCR11,PDT000346655.1
MCR11,PDT000346656.1
MCR11,PDT000346657.1
MCR11,PDT000346660.1
MCR11,PDT000346665.1
MCR11,PDT000346666.1
MCR11,PDT000346668.1
MCR11,PDT000346670.1
MCR11,PDT000346671.1
MCR11,PDT000346672.1
MCR11,PDT000346680.1
MCR11,PDT000346786.1
MCR11,PDT000346789.1
MCR11,PDT000346809.1
MCR11,PDT000346817.1
MCR11,PDT000346821.1
MCR11,PDT000346824.1
MCR11,PDT000346827.1
MCR11,PDT000346829.1
MCR11,PDT000346833.1
MCR11,PDT000346835.1
MCR11,PDT000346839.1
MCR11,PDT000346840.1
MCR11,PDT000346841.1
MCR11,PDT000346843.1
MCR11,PDT000346844.1
MCR11,PDT000346845.1
MCR11,PDT000346855.1
MCR11,PDT000346858.1
MCR11,PDT000346865.1
MCR11,PDT000346866.1
MCR11,PDT000346868.1
MCR11,PDT000346869.1
MCR11,PDT000346871.1
MCR11,PDT000346873.1
MCR11,PDT000346877.1
MCR11,PDT000346878.1
MCR11,PDT000346879.1
MCR11,PDT000346880.1
MCR11,PDT000346882.1
MCR11,PDT000346884.1
MCR11,PDT000346886.1
MCR11,PDT000346889.1
MCR11,PDT000346893.1
MCR11,PDT000346900.1
MCR11,PDT000346907.1
MCR11,PDT000346910.1
MCR11,PDT000346911.1
MCR11,PDT000346912.1
MCR11,PDT000346925.1
MCR11,PDT000346928.1
MCR11,PDT000346931.1
MCR11,PDT000346932.1
MCR11,PDT000346940.1
MCR11,PDT000346941.1
MCR11,PDT000346948.1
MCR11,PDT000346950.1
MCR11,PDT000346952.1
MCR11,PDT000346954.1
MCR11,PDT000346955.1
MCR11,PDT000346960.1
MCR11,PDT000346961.1
MCR11,PDT000346962.1
MCR11,PDT000346965.1
MCR11,PDT000346974.1
MCR11,PDT000346978.1
MCR11,PDT000346980.1
MCR11,PDT000346981.1
MCR11,PDT000354229.1
MCR11,PDT000355788.1
MCR11,PDT000358770.1
MCR11,PDT000360976.1
MCR11,PDT000360978.1
MCR11,PDT000360980.1
MCR11,PDT000364514.1
MCR11,PDT000364522.1
MCR11,PDT000364524.1
