mcr_group,pdt
MCR11,PDT000365978.1
MCR11,PDT000377069.1
MCR11,PDT000388473.1
MCR11,PDT000388474.1
MCR11,PDT000393718.1
MCR11,PDT000394409.1
MCR11,PDT000394411.1
MCR11,PDT000396766.1
MCR12,PDT000124670.1
MCR12,PDT000124676.1
MCR12,PDT000124686.1
MCR12,PDT000124688.1
MCR12,PDT000129704.1
MCR12,PDT000144602.1
MCR12,PDT000168735.1
MCR12,PDT000168758.1
MCR12,PDT000168799.1
MCR12,PDT000168860.1
MCR12,PDT000168871.1
MCR12,PDT000171422.1
MCR12,PDT000171424.1
MCR12,PDT000171425.1
MCR12,PDT000171426.1
MCR12,PDT000171427.1
MCR12,PDT000171428.1
MCR12,PDT000171431.1
MCR12,PDT000171435.1
MCR12,PDT000171436.1
MCR12,PDT000171439.1
MCR12,PDT000181681.2
MCR12,PDT000181802.2
MCR12,PDT000181803.2
MCR12,PDT000181819.2
MCR12,PDT000181837.2
MCR12,PDT000181848.2
MCR12,PDT000212793.1
MCR12,PDT000215974.1
MCR12,PDT000219683.1
MCR12,PDT000220632.1
MCR12,PDT000222628.1
MCR12,PDT000225231.1
MCR12,PDT000225232.1
MCR12,PDT000225237.1
MCR12,PDT000225239.1
MCR12,PDT000233270.1
MCR12,PDT000233271.1
MCR12,PDT000233276.1
MCR12,PDT000233278.1
MCR12,PDT000233279.1
MCR12,PDT000233297.1
MCR12,PDT000233301.1
MCR12,PDT000233303.1
MCR12,PDT000233304.1
MCR12,PDT000233325.1
MCR12,PDT000233326.1
MCR12,PDT000233338.1
MCR12,PDT000233843.1
MCR12,PDT000236047.1
MCR12,PDT000237138.1
MCR12,PDT000287995.1
MCR12,PDT000289873.1
MCR12,PDT000289875.1
MCR12,PDT000289876.1
MCR12,PDT000289882.1
MCR12,PDT000289891.1
MCR12,PDT000289895.1
MCR12,PDT000289899.1
MCR12,PDT000289903.1
MCR12,PDT000289904.1
MCR12,PDT000289905.1
MCR12,PDT000289911.1
MCR12,PDT000291269.1
MCR12,PDT000291279.1
MCR12,PDT000291281.1
MCR12,PDT000291285.1
MCR12,PDT000294392.1
MCR12,PDT000294396.1
MCR12,PDT000298029.1
MCR12,PDT000298031.1
MCR12,PDT000298038.1
MCR12,PDT000298040.1
MCR12,PDT000298042.1
MCR12,PDT000298048.1
MCR12,PDT000298062.1
MCR12,PDT000298072.1
MCR12,PDT000298084.1
MCR12,PDT000321298.1
MCR12,PDT000321305.1
MCR12,PDT000321306.1
MCR12,PDT000321307.1
MCR12,PDT000321308.1
MCR12,PDT000321312.1
MCR12,PDT000321315.1
MCR12,PDT000327854.1
MCR12,PDT000346531.1
MCR12,PDT000346538.1
MCR12,PDT000346551.1
MCR12,PDT000346554.1
MCR12,PDT000346565.1
MCR12,PDT000346573.1
MCR12,PDT000346574.1
MCR12,PDT000346587.1
MCR12,PDT000346595.1
MCR12,PDT000346604.1
MCR12,PDT000346605.1
MCR12,PDT000346606.1
MCR12,PDT000346608.1
MCR12,PDT000346612.1
MCR12,PDT000346614.1
MCR12,PDT000346620.1
MCR12,PDT000346623.1
MCR12,PDT000346626.1
MCR12,PDT000346628.1
MCR12,PDT000346631.1
MCR12,PDT000346634.1
MCR12,PDT000346638.1
MCR12,PDT000346652.1
MCR12,PDT000346655.1
MCR12,PDT000346662.1
MCR12,PDT000346663.1
MCR12,PDT000346680.1
MCR12,PDT000346824.1
MCR12,PDT000346833.1
MCR12,PDT000346838.1
MCR12,PDT000346858.1
MCR12,PDT000346868.1
MCR12,PDT000346871.1
MCR12,PDT000346878.1
MCR12,PDT000346893.1
MCR12,PDT000346898.1
MCR12,PDT000346907.1
MCR12,PDT000346916.1
MCR12,PDT000346962.1
MCR12,PDT000346967.1
MCR12,PDT000346972.1
MCR12,PDT000346974.1
MCR12,PDT000355788.1
MCR12,PDT000360976.1
MCR12,PDT000360978.1
MCR12,PDT000360980.1
MCR12,PDT000270533.3
MCR12,PDT000393718.1
MCR12,PDT000396766.1
MCR13,PDT000124669.1
MCR13,PDT000129097.2
MCR13,PDT000132483.8
MCR13,PDT000135480.1
MCR13,PDT000136715.1
MCR13,PDT000168716.1
MCR13,PDT000168717.1
MCR13,PDT000168734.1
MCR13,PDT000168743.1
MCR13,PDT000168747.1
MCR13,PDT000168748.1
MCR13,PDT000168749.1
MCR13,PDT000168750.1
MCR13,PDT000168751.1
MCR13,PDT000168752.1
MCR13,PDT000168758.1
MCR13,PDT000168759.1
MCR13,PDT000168767.1
MCR13,PDT000168778.1
MCR13,PDT000168785.1
MCR13,PDT000168799.1
MCR13,PDT000168818.1
MCR13,PDT000168824.1
MCR13,PDT000168827.1
MCR13,PDT000168837.1
MCR13,PDT000168864.1
MCR13,PDT000168867.1
MCR13,PDT000168870.1
MCR13,PDT000168876.1
MCR13,PDT000171420.1
MCR13,PDT000171421.1
MCR13,PDT000171423.1
MCR13,PDT000171424.1
MCR13,PDT000171428.1
MCR13,PDT000171429.1
MCR13,PDT000171433.1
MCR13,PDT000171438.1
MCR13,PDT000176456.1
MCR13,PDT000181680.2
MCR13,PDT000181681.2
MCR13,PDT000181739.2
MCR13,PDT000181802.2
MCR13,PDT000181803.2
MCR13,PDT000181837.2
MCR13,PDT000186173.1
MCR13,PDT000209467.1
MCR13,PDT000212783.1
MCR13,PDT000212786.1
MCR13,PDT000215974.1
MCR13,PDT000219684.1
MCR13,PDT000219686.1
MCR13,PDT000219688.1
MCR13,PDT000225232.1
MCR13,PDT000225233.1
MCR13,PDT000225240.1
MCR13,PDT000225244.1
MCR13,PDT000233270.1
MCR13,PDT000233275.1
MCR13,PDT000233276.1
MCR13,PDT000233277.1
MCR13,PDT000233278.1
MCR13,PDT000233279.1
MCR13,PDT000233281.1
MCR13,PDT000233300.1
MCR13,PDT000233303.1
MCR13,PDT000233304.1
MCR13,PDT000233326.1
MCR13,PDT000233338.1
MCR13,PDT000233842.1
MCR13,PDT000233843.1
MCR13,PDT000250700.1
MCR13,PDT000264500.1
MCR13,PDT000264501.1
MCR13,PDT000276841.1
MCR13,PDT000285319.1
MCR13,PDT000289873.1
MCR13,PDT000289879.1
MCR13,PDT000289881.1
MCR13,PDT000289885.1
MCR13,PDT000289886.1
MCR13,PDT000289887.1
MCR13,PDT000289889.1
MCR13,PDT000289890.1
MCR13,PDT000289894.1
MCR13,PDT000289908.1
MCR13,PDT000289915.1
MCR13,PDT000289917.1
MCR13,PDT000291280.1
MCR13,PDT000291284.1
MCR13,PDT000291287.1
MCR13,PDT000294378.1
MCR13,PDT000294381.1
MCR13,PDT000294389.1
MCR13,PDT000294390.1
MCR13,PDT000294391.1
MCR13,PDT000294397.1
MCR13,PDT000294410.1
MCR13,PDT000298014.1
MCR13,PDT000298027.1
MCR13,PDT000298028.1
MCR13,PDT000298030.1
MCR13,PDT000298050.1
MCR13,PDT000298063.1
MCR13,PDT000298070.1
MCR13,PDT000298076.1
MCR13,PDT000298086.1
MCR13,PDT000298088.1
MCR13,PDT000298089.1
MCR13,PDT000313447.1
MCR13,PDT000327855.1
MCR13,PDT000327856.1
MCR13,PDT000329817.1
MCR13,PDT000346542.1
MCR13,PDT000346567.1
MCR13,PDT000346601.1
MCR13,PDT000346615.1
MCR13,PDT000346621.1
MCR13,PDT000346622.1
MCR13,PDT000346623.1
MCR13,PDT000346625.1
MCR13,PDT000346634.1
MCR13,PDT000346659.1
MCR13,PDT000346672.1
MCR13,PDT000346676.1
MCR13,PDT000346678.1
MCR13,PDT000346814.1
MCR13,PDT000346844.1
MCR13,PDT000346863.1
MCR13,PDT000346912.1
MCR13,PDT000346917.1
MCR13,PDT000346931.1
MCR13,PDT000346952.1
MCR13,PDT000346964.1
MCR13,PDT000346966.1
MCR13,PDT000346967.1
MCR13,PDT000346977.1
MCR13,PDT000365978.1
MCR13,PDT000373302.1
MCR13,PDT000393718.1
MCR13,PDT000394410.1
MCR14,PDT000124650.1
MCR14,PDT000124681.1
MCR14,PDT000130968.1
MCR14,PDT000133944.1
MCR14,PDT000136717.1
MCR14,PDT000168785.1
MCR14,PDT000168821.1
MCR14,PDT000168828.1
MCR14,PDT000168845.1
MCR14,PDT000171425.1
MCR14,PDT000171432.1
MCR14,PDT000171435.1
MCR14,PDT000181680.2
MCR14,PDT000181739.2
MCR14,PDT000181742.2
MCR14,PDT000181802.2
MCR14,PDT000181803.2
MCR14,PDT000181837.2
MCR14,PDT000181848.2
MCR14,PDT000212793.1
MCR14,PDT000225234.1
MCR14,PDT000225235.1
MCR14,PDT000225236.1
MCR14,PDT000225238.1
MCR14,PDT000225241.1
MCR14,PDT000225244.1
MCR14,PDT000233270.1
MCR14,PDT000233275.1
MCR14,PDT000233276.1
MCR14,PDT000233277.1
MCR14,PDT000233278.1
MCR14,PDT000233279.1
MCR14,PDT000233281.1
MCR14,PDT000233297.1
MCR14,PDT000233299.1
MCR14,PDT000233300.1
MCR14,PDT000233303.1
MCR14,PDT000233304.1
MCR14,PDT000233325.1
MCR14,PDT000233326.1
MCR14,PDT000233338.1
MCR14,PDT000233842.1
MCR14,PDT000233843.1
MCR14,PDT000237133.1
MCR14,PDT000238072.2
MCR14,PDT000240704.1
MCR14,PDT000240705.1
MCR14,PDT000264500.1
MCR14,PDT000264501.1
MCR14,PDT000270471.1
MCR14,PDT000271760.1
MCR14,PDT000276016.1
MCR14,PDT000276017.1
MCR14,PDT000276841.1
MCR14,PDT000276842.1
MCR14,PDT000287995.1
MCR14,PDT000289875.1
MCR14,PDT000289876.1
MCR14,PDT000289877.1
MCR14,PDT000289879.1
MCR14,PDT000289885.1
MCR14,PDT000289886.1
MCR14,PDT000289891.1
MCR14,PDT000289894.1
MCR14,PDT000289895.1
MCR14,PDT000289896.1
MCR14,PDT000289900.1
MCR14,PDT000289903.1
MCR14,PDT000289915.1
MCR14,PDT000289917.1
MCR14,PDT000290002.1
MCR14,PDT000291281.1
MCR14,PDT000291284.1
MCR14,PDT000294379.1
MCR14,PDT000294382.1
MCR14,PDT000294383.1
MCR14,PDT000294385.1
MCR14,PDT000294387.1
MCR14,PDT000294388.1
MCR14,PDT000294393.1
MCR14,PDT000294394.1
MCR14,PDT000298029.1
MCR14,PDT000298030.1
MCR14,PDT000298031.1
MCR14,PDT000298036.1
MCR14,PDT000298039.1
MCR14,PDT000298041.1
MCR14,PDT000298042.1
MCR14,PDT000298044.1
MCR14,PDT000298047.1
MCR14,PDT000298050.1
MCR14,PDT000298052.1
MCR14,PDT000298062.1
MCR14,PDT000298066.1
MCR14,PDT000298069.1
MCR14,PDT000298071.1
MCR14,PDT000298080.1
MCR14,PDT000298084.1
MCR14,PDT000298086.1
MCR14,PDT000298090.1
MCR14,PDT000313447.1
MCR14,PDT000321318.1
MCR14,PDT000327854.1
MCR14,PDT000346531.1
MCR14,PDT000346532.1
MCR14,PDT000346534.1
MCR14,PDT000346540.1
MCR14,PDT000346542.1
MCR14,PDT000346544.1
MCR14,PDT000346546.1
MCR14,PDT000346553.1
MCR14,PDT000346563.1
MCR14,PDT000346565.1
MCR14,PDT000346567.1
MCR14,PDT000346575.1
MCR14,PDT000346583.1
MCR14,PDT000346590.1
MCR14,PDT000346593.1
MCR14,PDT000346594.1
MCR14,PDT000346601.1
MCR14,PDT000346609.1
MCR14,PDT000346611.1
MCR14,PDT000346614.1
MCR14,PDT000346615.1
MCR14,PDT000346618.1
MCR14,PDT000346626.1
MCR14,PDT000346630.1
MCR14,PDT000346632.1
MCR14,PDT000346646.1
MCR14,PDT000346648.1
MCR14,PDT000346663.1
MCR14,PDT000346667.1
MCR14,PDT000346677.1
MCR14,PDT000346816.1
MCR14,PDT000346833.1
MCR14,PDT000346846.1
MCR14,PDT000346848.1
MCR14,PDT000346850.1
MCR14,PDT000346855.1
MCR14,PDT000346856.1
MCR14,PDT000346858.1
MCR14,PDT000346861.1
MCR14,PDT000346865.1
MCR14,PDT000346868.1
MCR14,PDT000346873.1
MCR14,PDT000346882.1
MCR14,PDT000346887.1
MCR14,PDT000346892.1
MCR14,PDT000346900.1
MCR14,PDT000346907.1
MCR14,PDT000346909.1
MCR14,PDT000346912.1
MCR14,PDT000346914.1
MCR14,PDT000346920.1
MCR14,PDT000346927.1
MCR14,PDT000346938.1
MCR14,PDT000346944.1
MCR14,PDT000346949.1
MCR14,PDT000346950.1
MCR14,PDT000346954.1
MCR14,PDT000346961.1
MCR14,PDT000346970.1
MCR14,PDT000346977.1
MCR14,PDT000354229.1
MCR14,PDT000388467.1
MCR14,PDT000270533.3
MCR14,PDT000393718.1
MCR15,PDT000124670.1
MCR15,PDT000136717.1
MCR15,PDT000171420.1
MCR15,PDT000171424.1
MCR15,PDT000171427.1
MCR15,PDT000171428.1
MCR15,PDT000171439.1
MCR15,PDT000181680.2
MCR15,PDT000181802.2
MCR15,PDT000181803.2
MCR15,PDT000181819.2
MCR15,PDT000181848.2
MCR15,PDT000208669.1
MCR15,PDT000212780.1
MCR15,PDT000212784.1
MCR15,PDT000219684.1
MCR15,PDT000219686.1
MCR15,PDT000219688.1
MCR15,PDT000225236.1
MCR15,PDT000233270.1
MCR15,PDT000233271.1
MCR15,PDT000233275.1
MCR15,PDT000233276.1
MCR15,PDT000233277.1
MCR15,PDT000233279.1
MCR15,PDT000233299.1
MCR15,PDT000233303.1
MCR15,PDT000233304.1
MCR15,PDT000233326.1
MCR15,PDT000233843.1
MCR15,PDT000237131.1
MCR15,PDT000237132.1
MCR15,PDT000237133.1
MCR15,PDT000237135.1
MCR15,PDT000237137.1
MCR15,PDT000237138.1
MCR15,PDT000240704.1
MCR15,PDT000264500.1
MCR15,PDT000264501.1
MCR15,PDT000276018.1
MCR15,PDT000276022.1
MCR15,PDT000287996.1
MCR15,PDT000289872.1
MCR15,PDT000289874.1
MCR15,PDT000289878.1
MCR15,PDT000289892.1
MCR15,PDT000289901.1
MCR15,PDT000289911.1
MCR15,PDT000289912.1
MCR15,PDT000289916.1
MCR15,PDT000291285.1
MCR15,PDT000291286.1
MCR15,PDT000294380.1
MCR15,PDT000294381.1
MCR15,PDT000294389.1
MCR15,PDT000294390.1
MCR15,PDT000294391.1
MCR15,PDT000294397.1
MCR15,PDT000294410.1
MCR15,PDT000298014.1
MCR15,PDT000298027.1
MCR15,PDT000298034.1
MCR15,PDT000298061.1
MCR15,PDT000298063.1
MCR15,PDT000298074.1
MCR15,PDT000298077.1
MCR15,PDT000298089.1
MCR15,PDT000346536.1
MCR15,PDT000346538.1
MCR15,PDT000346543.1
MCR15,PDT000346546.1
MCR15,PDT000346548.1
MCR15,PDT000346550.1
MCR15,PDT000346555.1
MCR15,PDT000346568.1
MCR15,PDT000346569.1
MCR15,PDT000346578.1
MCR15,PDT000346579.1
MCR15,PDT000346581.1
MCR15,PDT000346585.1
MCR15,PDT000346596.1
MCR15,PDT000346599.1
MCR15,PDT000346605.1
MCR15,PDT000346609.1
MCR15,PDT000346610.1
MCR15,PDT000346612.1
MCR15,PDT000346616.1
MCR15,PDT000346628.1
MCR15,PDT000346629.1
MCR15,PDT000346635.1
MCR15,PDT000346636.1
MCR15,PDT000346648.1
MCR15,PDT000346652.1
MCR15,PDT000346655.1
MCR15,PDT000346658.1
MCR15,PDT000346660.1
MCR15,PDT000346662.1
MCR15,PDT000346663.1
MCR15,PDT000346664.1
MCR15,PDT000346669.1
MCR15,PDT000346670.1
MCR15,PDT000346671.1
MCR15,PDT000346672.1
MCR15,PDT000346679.1
MCR15,PDT000346786.1
MCR15,PDT000346789.1
MCR15,PDT000346809.1
MCR15,PDT000346816.1
MCR15,PDT000346820.1
MCR15,PDT000346826.1
MCR15,PDT000346830.1
MCR15,PDT000346832.1
MCR15,PDT000346838.1
MCR15,PDT000346859.1
MCR15,PDT000346869.1
MCR15,PDT000346873.1
MCR15,PDT000346879.1
MCR15,PDT000346880.1
MCR15,PDT000346882.1
MCR15,PDT000346883.1
MCR15,PDT000346884.1
MCR15,PDT000346893.1
MCR15,PDT000346900.1
MCR15,PDT000346901.1
MCR15,PDT000346905.1
MCR15,PDT000346924.1
MCR15,PDT000346926.1
MCR15,PDT000346928.1
MCR15,PDT000346931.1
MCR15,PDT000346940.1
MCR15,PDT000346943.1
MCR15,PDT000346944.1
MCR15,PDT000346947.1
MCR15,PDT000346948.1
MCR15,PDT000346952.1
MCR15,PDT000346959.1
MCR15,PDT000346961.1
MCR15,PDT000346972.1
MCR15,PDT000346974.1
MCR15,PDT000346980.1
MCR15,PDT000346981.1
MCR15,PDT000354226.1
MCR15,PDT000360979.1
MCR15,PDT000360980.1
MCR15,PDT000364522.1
MCR15,PDT000393718.1
MCR16,PDT000124649.1
MCR16,PDT000124714.1
MCR16,PDT000129704.1
MCR16,PDT000130968.1
MCR16,PDT000135480.1
MCR16,PDT000136715.1
MCR16,PDT000095911.2
MCR16,PDT000168712.1
MCR16,PDT000168716.1
MCR16,PDT000168729.1
MCR16,PDT000168736.1
MCR16,PDT000168748.1
MCR16,PDT000168749.1
MCR16,PDT000168750.1
MCR16,PDT000168751.1
MCR16,PDT000168752.1
MCR16,PDT000168754.1
MCR16,PDT000168777.1
MCR16,PDT000168778.1
MCR16,PDT000168779.1
MCR16,PDT000168785.1
MCR16,PDT000168787.1
MCR16,PDT000168788.1
MCR16,PDT000168794.1
MCR16,PDT000168799.1
MCR16,PDT000168809.1
MCR16,PDT000168818.1
MCR16,PDT000168824.1
MCR16,PDT000168827.1
MCR16,PDT000168828.1
MCR16,PDT000168837.1
MCR16,PDT000168867.1
MCR16,PDT000168877.1
MCR16,PDT000171421.1
MCR16,PDT000171435.1
MCR16,PDT000171438.1
MCR16,PDT000176456.1
MCR16,PDT000181819.2
MCR16,PDT000189723.1
MCR16,PDT000190871.1
MCR16,PDT000137408.2
MCR16,PDT000208669.1
MCR16,PDT000215974.1
MCR16,PDT000219683.1
MCR16,PDT000219685.1
MCR16,PDT000219684.1
MCR16,PDT000219686.1
MCR16,PDT000225231.1
MCR16,PDT000225234.1
MCR16,PDT000225237.1
MCR16,PDT000225242.1
MCR16,PDT000233278.1
MCR16,PDT000233338.1
MCR16,PDT000236047.1
MCR16,PDT000237135.1
MCR16,PDT000240705.1
MCR16,PDT000240706.1
MCR16,PDT000270457.1
MCR16,PDT000276018.1
MCR16,PDT000276841.1
MCR16,PDT000287995.1
MCR16,PDT000289873.1
MCR16,PDT000289884.1
MCR16,PDT000289885.1
MCR16,PDT000289886.1
MCR16,PDT000289892.1
MCR16,PDT000289895.1
MCR16,PDT000289899.1
MCR16,PDT000289903.1
MCR16,PDT000289904.1
MCR16,PDT000289908.1
MCR16,PDT000289915.1
MCR16,PDT000289917.1
MCR16,PDT000291269.1
MCR16,PDT000291279.1
MCR16,PDT000291281.1
MCR16,PDT000291284.1
MCR16,PDT000291285.1
MCR16,PDT000294393.1
MCR16,PDT000298032.1
MCR16,PDT000298040.1
MCR16,PDT000298044.1
MCR16,PDT000298052.1
MCR16,PDT000298066.1
MCR16,PDT000298071.1
MCR16,PDT000298080.1
MCR16,PDT000298087.1
MCR16,PDT000298088.1
MCR16,PDT000321298.1
MCR16,PDT000321305.1
MCR16,PDT000321306.1
MCR16,PDT000321307.1
MCR16,PDT000321308.1
MCR16,PDT000321312.1
MCR16,PDT000321315.1
MCR16,PDT000327854.1
MCR16,PDT000327856.1
MCR16,PDT000327857.1
MCR16,PDT000331967.1
MCR16,PDT000346532.1
MCR16,PDT000346539.1
MCR16,PDT000346541.1
MCR16,PDT000346555.1
MCR16,PDT000346558.1
MCR16,PDT000346565.1
MCR16,PDT000346566.1
MCR16,PDT000346571.1
MCR16,PDT000346573.1
MCR16,PDT000346588.1
MCR16,PDT000346594.1
MCR16,PDT000346609.1
MCR16,PDT000346612.1
MCR16,PDT000346613.1
MCR16,PDT000346614.1
MCR16,PDT000346617.1
MCR16,PDT000346624.1
MCR16,PDT000346626.1
MCR16,PDT000346627.1
MCR16,PDT000346632.1
MCR16,PDT000346635.1
MCR16,PDT000346647.1
MCR16,PDT000346649.1
MCR16,PDT000346672.1
MCR16,PDT000346678.1
MCR16,PDT000346680.1
MCR16,PDT000346817.1
MCR16,PDT000346824.1
MCR16,PDT000346829.1
MCR16,PDT000346838.1
MCR16,PDT000346843.1
MCR16,PDT000346849.1
MCR16,PDT000346850.1
MCR16,PDT000346858.1
MCR16,PDT000346862.1
MCR16,PDT000346869.1
MCR16,PDT000346883.1
MCR16,PDT000346887.1
MCR16,PDT000346889.1
MCR16,PDT000346907.1
MCR16,PDT000346910.1
MCR16,PDT000346911.1
MCR16,PDT000346912.1
MCR16,PDT000346931.1
MCR16,PDT000346967.1
MCR16,PDT000346969.1
MCR16,PDT000346972.1
MCR16,PDT000346973.1
MCR16,PDT000346978.1
MCR16,PDT000354229.1
MCR16,PDT000360976.1
MCR16,PDT000360980.1
MCR16,PDT000365978.1
MCR16,PDT000270533.3
MCR16,PDT000396736.1
MCR16,PDT000396766.1
MCR17,PDT000124650.1
MCR17,PDT000124670.1
MCR17,PDT000124674.1
MCR17,PDT000124676.1
MCR17,PDT000124681.1
MCR17,PDT000124688.1
MCR17,PDT000124715.1
MCR17,PDT000129098.2
MCR17,PDT000129704.1
MCR17,PDT000133946.1
MCR17,PDT000135480.1
MCR17,PDT000136716.1
MCR17,PDT000168464.1
MCR17,PDT000168465.1
MCR17,PDT000095911.2
MCR17,PDT000144602.1
MCR17,PDT000163381.1
MCR17,PDT000163382.1
MCR17,PDT000163383.1
MCR17,PDT000163384.1
MCR17,PDT000167675.2
MCR17,PDT000167714.2
MCR17,PDT000168712.1
MCR17,PDT000168759.1
MCR17,PDT000168799.1
MCR17,PDT000168824.1
MCR17,PDT000168848.1
MCR17,PDT000168860.1
MCR17,PDT000168871.1
MCR17,PDT000168876.1
MCR17,PDT000168877.1
MCR17,PDT000171419.1
MCR17,PDT000171420.1
MCR17,PDT000171421.1
MCR17,PDT000171422.1
MCR17,PDT000171424.1
MCR17,PDT000171425.1
MCR17,PDT000171426.1
MCR17,PDT000171427.1
MCR17,PDT000171428.1
MCR17,PDT000171429.1
MCR17,PDT000171430.1
MCR17,PDT000171431.1
MCR17,PDT000171432.1
MCR17,PDT000171433.1
MCR17,PDT000171435.1
MCR17,PDT000171436.1
MCR17,PDT000171438.1
MCR17,PDT000171439.1
MCR17,PDT000171442.1
MCR17,PDT000176456.1
MCR17,PDT000177244.1
MCR17,PDT000181680.2
