,threshold,specificity,sensitivity,accuracy,tn,tp,fn,fp,npv,ppv,fdr,fpr,tpr,tnr,fnr,1-specificity,1-sensitivity,1-accuracy,1-npv,1-ppv,precision,recall,youden,closest.topleft,is_best,model
176,0.04383526,0.983357245,0.342465753,0.976714468,6854,25,48,116,0.993045494,0.177304965,0.822695035,0.016642755,0.342465753,0.983357245,0.657534247,0.016642755,0.657534247,0.023285532,0.006954506,0.822695035,0.177304965,0.342465753,1.325822999,0.432628267,FALSE,smote
177,0.044399776,0.983500717,0.342465753,0.976856453,6855,25,48,115,0.993046502,0.178571429,0.821428571,0.016499283,0.342465753,0.983500717,0.657534247,0.016499283,0.657534247,0.023143547,0.006953498,0.821428571,0.178571429,0.342465753,1.325966471,0.432623512,FALSE,smote
178,0.044980874,0.984648494,0.328767123,0.977850348,6863,24,49,107,0.99291088,0.183206107,0.816793893,0.015351506,0.328767123,0.984648494,0.671232877,0.015351506,0.671232877,0.022149652,0.00708912,0.816793893,0.183206107,0.328767123,1.313415617,0.450789244,FALSE,smote
179,0.045308107,0.985222382,0.328767123,0.978418288,6867,24,49,103,0.99291498,0.188976378,0.811023622,0.014777618,0.328767123,0.985222382,0.671232877,0.014777618,0.671232877,0.021581712,0.00708502,0.811023622,0.188976378,0.328767123,1.313989505,0.450771953,FALSE,smote
180,0.045482801,0.985509326,0.328767123,0.978702258,6869,24,49,101,0.992917028,0.192,0.808,0.014490674,0.328767123,0.985509326,0.671232877,0.014490674,0.671232877,0.021297742,0.007082972,0.808,0.192,0.328767123,1.314276449,0.450763554,FALSE,smote
181,0.04599721,0.985652798,0.328767123,0.978844243,6870,24,49,100,0.992918052,0.193548387,0.806451613,0.014347202,0.328767123,0.985652798,0.671232877,0.014347202,0.671232877,0.021155757,0.007081948,0.806451613,0.193548387,0.328767123,1.314419921,0.450759417,FALSE,smote
182,0.048697875,0.98579627,0.328767123,0.978986227,6871,24,49,99,0.992919075,0.195121951,0.804878049,0.01420373,0.328767123,0.98579627,0.671232877,0.01420373,0.671232877,0.021013773,0.007080925,0.804878049,0.195121951,0.328767123,1.314563393,0.450755321,FALSE,smote
183,0.051494521,0.985939742,0.315068493,0.978986227,6872,23,50,98,0.992776654,0.190082645,0.809917355,0.014060258,0.315068493,0.985939742,0.684931507,0.014060258,0.684931507,0.021013773,0.007223346,0.809917355,0.190082645,0.315068493,1.301008235,0.46932886,FALSE,smote
184,0.051977587,0.986226686,0.315068493,0.979270197,6874,23,50,96,0.992778741,0.193277311,0.806722689,0.013773314,0.315068493,0.986226686,0.684931507,0.013773314,0.684931507,0.020729803,0.007221259,0.806722689,0.193277311,0.315068493,1.301295179,0.469320873,FALSE,smote
185,0.053016076,0.98651363,0.315068493,0.979554167,6876,23,50,94,0.992780826,0.196581197,0.803418803,0.01348637,0.315068493,0.98651363,0.684931507,0.01348637,0.684931507,0.020445833,0.007219174,0.803418803,0.196581197,0.315068493,1.301582123,0.469313051,FALSE,smote
186,0.054046637,0.986657102,0.315068493,0.979696152,6877,23,50,93,0.992781868,0.198275862,0.801724138,0.013342898,0.315068493,0.986657102,0.684931507,0.013342898,0.684931507,0.020303848,0.007218132,0.801724138,0.198275862,0.315068493,1.301725595,0.469309202,FALSE,smote
187,0.054580424,0.986800574,0.315068493,0.979838137,6878,23,50,92,0.99278291,0.2,0.8,0.013199426,0.315068493,0.986800574,0.684931507,0.013199426,0.684931507,0.020161863,0.00721709,0.8,0.2,0.315068493,1.301869067,0.469305394,FALSE,smote
188,0.055468647,0.986944046,0.315068493,0.979980122,6879,23,50,91,0.992783952,0.201754386,0.798245614,0.013055954,0.315068493,0.986944046,0.684931507,0.013055954,0.684931507,0.020019878,0.007216048,0.798245614,0.201754386,0.315068493,1.302012539,0.469301627,FALSE,smote
189,0.056393131,0.987374462,0.315068493,0.980406077,6882,23,50,88,0.992787074,0.207207207,0.792792793,0.012625538,0.315068493,0.987374462,0.684931507,0.012625538,0.684931507,0.019593923,0.007212926,0.792792793,0.207207207,0.315068493,1.302442955,0.469290573,FALSE,smote
190,0.057234791,0.987517934,0.315068493,0.980548062,6883,23,50,87,0.992788115,0.209090909,0.790909091,0.012482066,0.315068493,0.987517934,0.684931507,0.012482066,0.684931507,0.019451938,0.007211885,0.790909091,0.209090909,0.315068493,1.302586427,0.469286971,FALSE,smote
191,0.057549682,0.98794835,0.315068493,0.980974017,6886,23,50,84,0.992791234,0.214953271,0.785046729,0.01205165,0.315068493,0.98794835,0.684931507,0.01205165,0.684931507,0.019025983,0.007208766,0.785046729,0.214953271,0.315068493,1.303016843,0.469276411,FALSE,smote
192,0.058678747,0.988091822,0.315068493,0.981116002,6887,23,50,83,0.992792273,0.216981132,0.783018868,0.011908178,0.315068493,0.988091822,0.684931507,0.011908178,0.684931507,0.018883998,0.007207727,0.783018868,0.216981132,0.315068493,1.303160315,0.469272974,FALSE,smote
193,0.060827243,0.988378766,0.315068493,0.981399972,6889,23,50,81,0.992794351,0.221153846,0.778846154,0.011621234,0.315068493,0.988378766,0.684931507,0.011621234,0.684931507,0.018600028,0.007205649,0.778846154,0.221153846,0.315068493,1.303447259,0.469266222,FALSE,smote
194,0.062286882,0.988809182,0.315068493,0.981825926,6892,23,50,78,0.992797465,0.227722772,0.772277228,0.011190818,0.315068493,0.988809182,0.684931507,0.011190818,0.684931507,0.018174074,0.007202535,0.772277228,0.227722772,0.315068493,1.303877675,0.469256403,FALSE,smote
195,0.062835417,0.98938307,0.315068493,0.982393866,6896,23,50,74,0.992801612,0.237113402,0.762886598,0.01061693,0.315068493,0.98938307,0.684931507,0.01061693,0.684931507,0.017606134,0.007198388,0.762886598,0.237113402,0.315068493,1.304451563,0.469243888,FALSE,smote
196,0.06339077,0.989670014,0.315068493,0.982677836,6898,23,50,72,0.992803685,0.242105263,0.757894737,0.010329986,0.315068493,0.989670014,0.684931507,0.010329986,0.684931507,0.017322164,0.007196315,0.757894737,0.242105263,0.315068493,1.304738507,0.469237878,FALSE,smote
197,0.063894172,0.989813486,0.315068493,0.982819821,6899,23,50,71,0.99280472,0.244680851,0.755319149,0.010186514,0.315068493,0.989813486,0.684931507,0.010186514,0.684931507,0.017180179,0.00719528,0.755319149,0.244680851,0.315068493,1.30488198,0.469234934,FALSE,smote
198,0.064014224,0.989956958,0.315068493,0.982961806,6900,23,50,70,0.992805755,0.247311828,0.752688172,0.010043042,0.315068493,0.989956958,0.684931507,0.010043042,0.684931507,0.017038194,0.007194245,0.752688172,0.247311828,0.315068493,1.305025452,0.469232032,FALSE,smote
199,0.064787709,0.989956958,0.301369863,0.982819821,6900,22,51,70,0.992662926,0.239130435,0.760869565,0.010043042,0.301369863,0.989956958,0.698630137,0.010043042,0.698630137,0.017180179,0.007337074,0.760869565,0.239130435,0.301369863,1.291326821,0.488184931,FALSE,smote
200,0.065988462,0.989956958,0.273972603,0.982535851,6900,20,53,70,0.992377391,0.222222222,0.777777778,0.010043042,0.273972603,0.989956958,0.726027397,0.010043042,0.726027397,0.017464149,0.007622609,0.777777778,0.222222222,0.273972603,1.263929561,0.527216644,FALSE,smote
201,0.066814927,0.990387374,0.273972603,0.982961806,6903,20,53,67,0.992380679,0.229885057,0.770114943,0.009612626,0.273972603,0.990387374,0.726027397,0.009612626,0.726027397,0.017038194,0.007619321,0.770114943,0.229885057,0.273972603,1.264359977,0.527208184,FALSE,smote
202,0.067210086,0.990817791,0.273972603,0.983387761,6906,20,53,64,0.992383963,0.238095238,0.761904762,0.009182209,0.273972603,0.990817791,0.726027397,0.009182209,0.726027397,0.016612239,0.007616037,0.761904762,0.238095238,0.273972603,1.264790393,0.527200095,FALSE,smote
203,0.070310249,0.990961263,0.273972603,0.983529746,6907,20,53,63,0.992385057,0.240963855,0.759036145,0.009038737,0.273972603,0.990961263,0.726027397,0.009038737,0.726027397,0.016470254,0.007614943,0.759036145,0.240963855,0.273972603,1.264933865,0.52719748,FALSE,smote
204,0.073667183,0.991104735,0.273972603,0.983671731,6908,20,53,62,0.992386151,0.243902439,0.756097561,0.008895265,0.273972603,0.991104735,0.726027397,0.008895265,0.726027397,0.016328269,0.007613849,0.756097561,0.243902439,0.273972603,1.265077337,0.527194907,FALSE,smote
205,0.074783015,0.991248207,0.273972603,0.983813716,6909,20,53,61,0.992387245,0.24691358,0.75308642,0.008751793,0.273972603,0.991248207,0.726027397,0.008751793,0.726027397,0.016186284,0.007612755,0.75308642,0.24691358,0.273972603,1.265220809,0.527192375,FALSE,smote
206,0.076879393,0.991391679,0.273972603,0.983955701,6910,20,53,60,0.992388338,0.25,0.75,0.008608321,0.273972603,0.991391679,0.726027397,0.008608321,0.726027397,0.016044299,0.007611662,0.75,0.25,0.273972603,1.265364281,0.527189885,FALSE,smote
207,0.078660666,0.991535151,0.273972603,0.984097686,6911,20,53,59,0.992389431,0.253164557,0.746835443,0.008464849,0.273972603,0.991535151,0.726027397,0.008464849,0.726027397,0.015902314,0.007610569,0.746835443,0.253164557,0.273972603,1.265507753,0.527187435,FALSE,smote
208,0.079956473,0.992109039,0.273972603,0.984665625,6915,20,53,55,0.9923938,0.266666667,0.733333333,0.007890961,0.273972603,0.992109039,0.726027397,0.007890961,0.726027397,0.015334375,0.0076062,0.733333333,0.266666667,0.273972603,1.266081641,0.527178049,FALSE,smote
209,0.081647961,0.992252511,0.273972603,0.98480761,6916,20,53,54,0.992394892,0.27027027,0.72972973,0.007747489,0.273972603,0.992252511,0.726027397,0.007747489,0.726027397,0.01519239,0.007605108,0.72972973,0.27027027,0.273972603,1.266225114,0.527175805,FALSE,smote
210,0.082597254,0.992395983,0.273972603,0.984949595,6917,20,53,53,0.992395983,0.273972603,0.726027397,0.007604017,0.273972603,0.992395983,0.726027397,0.007604017,0.726027397,0.015050405,0.007604017,0.726027397,0.273972603,0.273972603,1.266368586,0.527173603,FALSE,smote
211,0.082878388,0.992539455,0.273972603,0.98509158,6918,20,53,52,0.992397074,0.277777778,0.722222222,0.007460545,0.273972603,0.992539455,0.726027397,0.007460545,0.726027397,0.01490842,0.007602926,0.722222222,0.277777778,0.273972603,1.266512058,0.527171441,FALSE,smote
212,0.083128391,0.992539455,0.260273973,0.984949595,6918,19,54,52,0.992254733,0.267605634,0.732394366,0.007460545,0.260273973,0.992539455,0.739726027,0.007460545,0.739726027,0.015050405,0.007745267,0.732394366,0.267605634,0.260273973,1.252813427,0.547250255,FALSE,smote
213,0.083164346,0.992682927,0.260273973,0.98509158,6919,19,54,51,0.992255844,0.271428571,0.728571429,0.007317073,0.260273973,0.992682927,0.739726027,0.007317073,0.739726027,0.01490842,0.007744156,0.728571429,0.271428571,0.260273973,1.252956899,0.547248135,FALSE,smote
214,0.083720439,0.992826399,0.260273973,0.985233565,6920,19,54,50,0.992256954,0.275362319,0.724637681,0.007173601,0.260273973,0.992826399,0.739726027,0.007173601,0.739726027,0.014766435,0.007743046,0.724637681,0.275362319,0.260273973,1.253100371,0.547246056,FALSE,smote
215,0.08524734,0.992969871,0.260273973,0.98537555,6921,19,54,49,0.992258065,0.279411765,0.720588235,0.007030129,0.260273973,0.992969871,0.739726027,0.007030129,0.739726027,0.01462445,0.007741935,0.720588235,0.279411765,0.260273973,1.253243843,0.547244018,FALSE,smote
216,0.091840019,0.993113343,0.260273973,0.985517535,6922,19,54,48,0.992259174,0.28358209,0.71641791,0.006886657,0.260273973,0.993113343,0.739726027,0.006886657,0.739726027,0.014482465,0.007740826,0.71641791,0.28358209,0.260273973,1.253387316,0.547242022,FALSE,smote
217,0.099157702,0.993256815,0.260273973,0.98565952,6923,19,54,47,0.992260284,0.287878788,0.712121212,0.006743185,0.260273973,0.993256815,0.739726027,0.006743185,0.739726027,0.01434048,0.007739716,0.712121212,0.287878788,0.260273973,1.253530788,0.547240066,FALSE,smote
218,0.106840137,0.993400287,0.260273973,0.985801505,6924,19,54,46,0.992261393,0.292307692,0.707692308,0.006599713,0.260273973,0.993400287,0.739726027,0.006599713,0.739726027,0.014198495,0.007738607,0.707692308,0.292307692,0.260273973,1.25367426,0.547238152,FALSE,smote
219,0.117643979,0.993400287,0.246575342,0.98565952,6924,18,55,46,0.992119215,0.28125,0.71875,0.006599713,0.246575342,0.993400287,0.753424658,0.006599713,0.753424658,0.01434048,0.007880785,0.71875,0.28125,0.246575342,1.239975629,0.567692271,FALSE,smote
220,0.122895064,0.993830703,0.246575342,0.986085475,6927,18,55,43,0.992122601,0.295081967,0.704918033,0.006169297,0.246575342,0.993830703,0.753424658,0.006169297,0.753424658,0.013914525,0.007877399,0.704918033,0.295081967,0.246575342,1.240406045,0.567686775,FALSE,smote
221,0.123658385,0.993974175,0.246575342,0.98622746,6928,18,55,42,0.992123729,0.3,0.7,0.006025825,0.246575342,0.993974175,0.753424658,0.006025825,0.753424658,0.01377254,0.007876271,0.7,0.3,0.246575342,1.240549518,0.567685025,FALSE,smote
222,0.132458349,0.994548063,0.246575342,0.9867954,6932,18,55,38,0.992128238,0.321428571,0.678571429,0.005451937,0.246575342,0.994548063,0.753424658,0.005451937,0.753424658,0.0132046,0.007871762,0.678571429,0.321428571,0.246575342,1.241123406,0.567678438,FALSE,smote
223,0.141148006,0.994835007,0.246575342,0.98707937,6934,18,55,36,0.992130491,0.333333333,0.666666667,0.005164993,0.246575342,0.994835007,0.753424658,0.005164993,0.753424658,0.01292063,0.007869509,0.666666667,0.333333333,0.246575342,1.24141035,0.567675392,FALSE,smote
224,0.147671089,0.994978479,0.246575342,0.987221355,6935,18,55,35,0.992131617,0.339622642,0.660377358,0.005021521,0.246575342,0.994978479,0.753424658,0.005021521,0.753424658,0.012778645,0.007868383,0.660377358,0.339622642,0.246575342,1.241553822,0.56767393,FALSE,smote
225,0.154231413,0.995265423,0.246575342,0.987505324,6937,18,55,33,0.992133867,0.352941176,0.647058824,0.004734577,0.246575342,0.995265423,0.753424658,0.004734577,0.753424658,0.012494676,0.007866133,0.647058824,0.352941176,0.246575342,1.241840766,0.567671131,FALSE,smote
226,0.157006868,0.995265423,0.219178082,0.987221355,6937,16,57,33,0.991850157,0.326530612,0.673469388,0.004734577,0.219178082,0.995265423,0.780821918,0.004734577,0.780821918,0.012778645,0.008149843,0.673469388,0.326530612,0.219178082,1.214443505,0.609705284,FALSE,smote
227,0.159879347,0.995695839,0.219178082,0.987647309,6940,16,57,30,0.991853652,0.347826087,0.652173913,0.004304161,0.219178082,0.995695839,0.780821918,0.004304161,0.780821918,0.012352691,0.008146348,0.652173913,0.347826087,0.219178082,1.214873922,0.609701393,FALSE,smote
228,0.160346445,0.995695839,0.205479452,0.987505324,6940,15,58,30,0.991711918,0.333333333,0.666666667,0.004304161,0.205479452,0.995695839,0.794520548,0.004304161,0.794520548,0.012494676,0.008288082,0.666666667,0.333333333,0.205479452,1.201175291,0.631281427,FALSE,smote
229,0.161390768,0.995982783,0.191780822,0.987647309,6942,14,59,28,0.991572632,0.333333333,0.666666667,0.004017217,0.191780822,0.995982783,0.808219178,0.004017217,0.808219178,0.012352691,0.008427368,0.666666667,0.333333333,0.191780822,1.187763605,0.653234378,FALSE,smote
230,0.167986785,0.996126255,0.191780822,0.987789294,6943,14,59,27,0.991573836,0.341463415,0.658536585,0.003873745,0.191780822,0.996126255,0.808219178,0.003873745,0.808219178,0.012210706,0.008426164,0.658536585,0.341463415,0.191780822,1.187907077,0.653233246,FALSE,smote
231,0.174586133,0.996269727,0.191780822,0.987931279,6944,14,59,26,0.991575039,0.35,0.65,0.003730273,0.191780822,0.996269727,0.808219178,0.003730273,0.808219178,0.012068721,0.008424961,0.65,0.35,0.191780822,1.188050549,0.653232155,FALSE,smote
232,0.182149047,0.996556671,0.178082192,0.988073264,6946,13,60,24,0.991435912,0.351351351,0.648648649,0.003443329,0.178082192,0.996556671,0.821917808,0.003443329,0.821917808,0.011926736,0.008564088,0.648648649,0.351351351,0.178082192,1.174638863,0.67556074,FALSE,smote
233,0.189961306,0.996700143,0.178082192,0.988215249,6947,13,60,23,0.991437134,0.361111111,0.638888889,0.003299857,0.178082192,0.996700143,0.821917808,0.003299857,0.821917808,0.011784751,0.008562866,0.638888889,0.361111111,0.178082192,1.174782335,0.675559773,FALSE,smote
234,0.192791402,0.996843615,0.178082192,0.988357234,6948,13,60,22,0.991438356,0.371428571,0.628571429,0.003156385,0.178082192,0.996843615,0.821917808,0.003156385,0.821917808,0.011642766,0.008561644,0.628571429,0.371428571,0.178082192,1.174925807,0.675558846,FALSE,smote
235,0.199705921,0.996987088,0.178082192,0.988499219,6949,13,60,21,0.991439578,0.382352941,0.617647059,0.003012912,0.178082192,0.996987088,0.821917808,0.003012912,0.821917808,0.011500781,0.008560422,0.617647059,0.382352941,0.178082192,1.175069279,0.675557961,FALSE,smote
236,0.206800338,0.99713056,0.178082192,0.988641204,6950,13,60,20,0.991440799,0.393939394,0.606060606,0.00286944,0.178082192,0.99713056,0.821917808,0.00286944,0.821917808,0.011358796,0.008559201,0.606060606,0.393939394,0.178082192,1.175212751,0.675557117,FALSE,smote
237,0.209159086,0.997274032,0.178082192,0.988783189,6951,13,60,19,0.99144202,0.40625,0.59375,0.002725968,0.178082192,0.997274032,0.821917808,0.002725968,0.821917808,0.011216811,0.00855798,0.59375,0.40625,0.178082192,1.175356223,0.675556314,FALSE,smote
238,0.211898563,0.997417504,0.178082192,0.988925174,6952,13,60,18,0.99144324,0.419354839,0.580645161,0.002582496,0.178082192,0.997417504,0.821917808,0.002582496,0.821917808,0.011074826,0.00855676,0.580645161,0.419354839,0.178082192,1.175499695,0.675555553,FALSE,smote
239,0.214776099,0.997560976,0.178082192,0.989067159,6953,13,60,17,0.99144446,0.433333333,0.566666667,0.002439024,0.178082192,0.997560976,0.821917808,0.002439024,0.821917808,0.010932841,0.00855554,0.566666667,0.433333333,0.178082192,1.175643167,0.675554832,FALSE,smote
240,0.216644936,0.997560976,0.164383562,0.988925174,6953,12,61,17,0.991303108,0.413793103,0.586206897,0.002439024,0.164383562,0.997560976,0.835616438,0.002439024,0.835616438,0.011074826,0.008696892,0.586206897,0.413793103,0.164383562,1.161944537,0.698260781,FALSE,smote
241,0.231331233,0.997560976,0.150684932,0.988783189,6953,11,62,17,0.991161796,0.392857143,0.607142857,0.002439024,0.150684932,0.997560976,0.849315068,0.002439024,0.849315068,0.011216811,0.008838204,0.607142857,0.392857143,0.150684932,1.148245907,0.721342034,FALSE,smote
242,0.253549083,0.997704448,0.150684932,0.988925174,6954,11,62,16,0.991163056,0.407407407,0.592592593,0.002295552,0.150684932,0.997704448,0.849315068,0.002295552,0.849315068,0.011074826,0.008836944,0.592592593,0.407407407,0.150684932,1.148389379,0.721341355,FALSE,smote
243,0.264862767,0.99784792,0.150684932,0.989067159,6955,11,62,15,0.991164315,0.423076923,0.576923077,0.00215208,0.150684932,0.99784792,0.849315068,0.00215208,0.849315068,0.010932841,0.008835685,0.576923077,0.423076923,0.150684932,1.148532851,0.721340717,FALSE,smote
244,0.271741551,0.99784792,0.136986301,0.988925174,6955,10,63,15,0.991023083,0.4,0.6,0.00215208,0.136986301,0.99784792,0.863013699,0.00215208,0.863013699,0.011074826,0.008976917,0.6,0.4,0.136986301,1.134834221,0.744797275,FALSE,smote
245,0.277260585,0.997991392,0.136986301,0.989067159,6956,10,63,14,0.991024362,0.416666667,0.583333333,0.002008608,0.136986301,0.997991392,0.863013699,0.002008608,0.863013699,0.010932841,0.008975638,0.583333333,0.416666667,0.136986301,1.134977693,0.744796679,FALSE,smote
246,0.285583539,0.998134864,0.136986301,0.989209144,6957,10,63,13,0.991025641,0.434782609,0.565217391,0.001865136,0.136986301,0.998134864,0.863013699,0.001865136,0.863013699,0.010790856,0.008974359,0.565217391,0.434782609,0.136986301,1.135121165,0.744796123,FALSE,smote
247,0.296122546,0.998278336,0.136986301,0.989351129,6958,10,63,12,0.991026919,0.454545455,0.545454545,0.001721664,0.136986301,0.998278336,0.863013699,0.001721664,0.863013699,0.010648871,0.008973081,0.545454545,0.454545455,0.136986301,1.135264637,0.744795608,FALSE,smote
248,0.30377306,0.998278336,0.123287671,0.989209144,6958,9,64,12,0.990885788,0.428571429,0.571428571,0.001721664,0.123287671,0.998278336,0.876712329,0.001721664,0.876712329,0.010790856,0.009114212,0.571428571,0.428571429,0.123287671,1.121566007,0.768627472,FALSE,smote
249,0.329924293,0.998421808,0.123287671,0.989351129,6959,9,64,11,0.990887085,0.45,0.55,0.001578192,0.123287671,0.998421808,0.876712329,0.001578192,0.876712329,0.010648871,0.009112915,0.55,0.45,0.123287671,1.121709479,0.768626998,FALSE,smote
250,0.360896307,0.998421808,0.082191781,0.988925174,6959,6,67,11,0.990463991,0.352941176,0.647058824,0.001578192,0.082191781,0.998421808,0.917808219,0.001578192,0.917808219,0.011074826,0.009536009,0.647058824,0.352941176,0.082191781,1.080613589,0.842374418,FALSE,smote
251,0.375672617,0.99856528,0.082191781,0.989067159,6960,6,67,10,0.990465348,0.375,0.625,0.00143472,0.082191781,0.99856528,0.917808219,0.00143472,0.917808219,0.010932841,0.009534652,0.625,0.375,0.082191781,1.080757061,0.842373986,FALSE,smote
252,0.39069464,0.998708752,0.082191781,0.989209144,6961,6,67,9,0.990466705,0.4,0.6,0.001291248,0.082191781,0.998708752,0.917808219,0.001291248,0.917808219,0.010790856,0.009533295,0.6,0.4,0.082191781,1.080900533,0.842373595,FALSE,smote
253,0.416981292,0.998995696,0.082191781,0.989493114,6963,6,67,7,0.990469417,0.461538462,0.538461538,0.001004304,0.082191781,0.998995696,0.917808219,0.001004304,0.917808219,0.010506886,0.009530583,0.538461538,0.461538462,0.082191781,1.081187477,0.842372936,FALSE,smote
254,0.453528332,0.999139168,0.082191781,0.989635099,6964,6,67,6,0.990470772,0.5,0.5,0.000860832,0.082191781,0.999139168,0.917808219,0.000860832,0.917808219,0.010364901,0.009529228,0.5,0.5,0.082191781,1.081330949,0.842372668,FALSE,smote
255,0.495623166,0.99928264,0.082191781,0.989777084,6965,6,67,5,0.990472127,0.545454545,0.454545455,0.00071736,0.082191781,0.99928264,0.917808219,0.00071736,0.917808219,0.010222916,0.009527873,0.454545455,0.545454545,0.082191781,1.081474421,0.842372442,FALSE,smote
256,0.532365584,0.99928264,0.068493151,0.989635099,6965,5,68,5,0.990331295,0.5,0.5,0.00071736,0.068493151,0.99928264,0.931506849,0.00071736,0.931506849,0.010364901,0.009668705,0.5,0.5,0.068493151,1.067775791,0.867705525,FALSE,smote
257,0.555305621,0.999426112,0.068493151,0.989777084,6966,5,68,4,0.99033267,0.555555556,0.444444444,0.000573888,0.068493151,0.999426112,0.931506849,0.000573888,0.931506849,0.010222916,0.00966733,0.444444444,0.555555556,0.068493151,1.067919263,0.86770534,FALSE,smote
258,0.58548532,0.999426112,0.054794521,0.989635099,6966,4,69,4,0.990191898,0.5,0.5,0.000573888,0.054794521,0.999426112,0.945205479,0.000573888,0.945205479,0.010364901,0.009808102,0.5,0.5,0.054794521,1.054220632,0.893413728,FALSE,smote
259,0.617924155,0.999569584,0.054794521,0.989777084,6967,4,69,3,0.990193292,0.571428571,0.428571429,0.000430416,0.054794521,0.999569584,0.945205479,0.000430416,0.945205479,0.010222916,0.009806708,0.428571429,0.571428571,0.054794521,1.054364104,0.893413584,FALSE,smote
260,0.638526363,0.999713056,0.054794521,0.989919069,6968,4,69,2,0.990194685,0.666666667,0.333333333,0.000286944,0.054794521,0.999713056,0.945205479,0.000286944,0.945205479,0.010080931,0.009805315,0.333333333,0.666666667,0.054794521,1.054507577,0.893413481,FALSE,smote
261,0.656352311,0.999713056,0.04109589,0.989777084,6968,3,70,2,0.990053993,0.6,0.4,0.000286944,0.04109589,0.999713056,0.95890411,0.000286944,0.95890411,0.010222916,0.009946007,0.4,0.6,0.04109589,1.040808946,0.919497174,FALSE,smote
262,0.74899461,1,0.04109589,0.990061054,6970,3,70,0,0.990056818,1,0,0,0.04109589,1,0.95890411,0,0.95890411,0.009938946,0.009943182,0,1,0.04109589,1.04109589,0.919497091,FALSE,smote
263,0.840854723,1,0.02739726,0.989919069,6970,2,71,0,0.989916205,1,0,0,0.02739726,1,0.97260274,0,0.97260274,0.010080931,0.010083795,0,1,0.02739726,1.02739726,0.945956089,FALSE,smote
264,0.89128742,1,0.01369863,0.989777084,6970,1,72,0,0.989775632,1,0,0,0.01369863,1,0.98630137,0,0.98630137,0.010222916,0.010224368,0,1,0.01369863,1.01369863,0.972790392,FALSE,smote
265,1,1,0,0.989635099,6970,0,73,0,0.989635099,NA,NA,0,0,1,1,0,1,0.010364901,0.010364901,NA,NA,0,1,1,FALSE,smote
